id,terrain,water,food,resources,settle_score,why,q,r,elev_m,slope,precip,temp_c,soil,vegetation,rock,endorheic,glacial_scar,wt_class,wt_depth_m,wind,rain_shadow,dry_interior,season_label,climate_resource_tags
H+44+42,grassland,shallow_well,good,pasture,village,"strong food, route access",44,42,106.82,0.017,627.3,16.25,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.61,open_westerly,False,False,moderate,pasture
H+45+42,grassland,shallow_well,good,pasture,village,"strong food, route access",45,42,106.31,0.017,625.0,16.27,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.71,open_westerly,False,False,moderate,pasture
H+46+42,farmland,shallow_well,rich,none,village,"strong food, route access",46,42,105.8,0.017,619.0,16.31,loam,floodplain farmable,Craton granite/gneiss,False,none,shallow_well,6.78,open_westerly,False,False,moderate,
H+47+42,farmland,river,rich,none,city-candidate,"fresh water, strong food, route access",47,42,105.29,0.017,606.4,16.36,loam,floodplain farmable,Craton granite/gneiss,False,none,spring_line,1.5,open_westerly,False,False,moderate,
H+48+42,farmland,river,rich,none,city-candidate,"fresh water, strong food, route access",48,42,104.78,0.017,588.5,16.41,loam,floodplain farmable,Craton granite/gneiss,False,none,spring_line,1.5,open_westerly,False,False,moderate,
H+49+42,farmland,river,rich,none,city-candidate,"fresh water, strong food, route access",49,42,104.27,0.017,570.1,16.44,loam,floodplain farmable,Craton granite/gneiss,False,none,spring_line,1.5,open_westerly,False,False,moderate,
H+50+42,farmland,river,rich,none,city-candidate,"fresh water, strong food, route access",50,42,103.76,1.45,558.2,16.46,loam,floodplain farmable,Craton granite/gneiss,False,none,spring_line,1.5,open_westerly,False,False,moderate,
H+51+42,coast,major_river,modest,fisheries,town,"fresh water, route access, major river",51,42,60.24,2.532,555.8,16.75,loam,coastal scrub,Craton granite/gneiss,False,none,spring_line,1.5,open_westerly,False,False,moderate,fisheries
H+52+42,farmland,shallow_well,rich,none,village,"strong food, route access",52,42,135.71,3.282,562.7,16.27,loam,floodplain farmable,Arc andesite/volcanic,False,none,shallow_well,6.86,open_westerly,False,False,moderate,
H+53+42,grassland,shallow_well,good,pasture,village,"strong food, route access",53,42,233.67,3.282,645.7,15.65,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,shallow_well,6.67,open_westerly,False,False,moderate,pasture
H+54+42,forest,shallow_well,good,timber,village,"adequate food, route access",54,42,329.89,3.224,728.6,15.05,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,shallow_well,6.58,open_westerly,False,False,moderate,timber
H+55+42,forest,shallow_well,good,timber,village,"adequate food, route access",55,42,422.68,3.11,795.7,14.48,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,shallow_well,6.62,open_westerly,False,False,moderate,timber
H+56+42,forest,shallow_well,good,timber,village,"adequate food, route access",56,42,498.47,2.543,827.3,14.02,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,shallow_well,6.76,open_westerly,False,False,moderate,timber
H+57+42,forest,shallow_well,good,timber;volcanic_host,village,"adequate food, route access",57,42,570.54,2.419,838.0,13.57,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,shallow_well,7.03,open_westerly,False,False,moderate,timber
H+58+42,forest,shallow_well,good,timber,village,"adequate food, route access",58,42,636.96,2.231,841.2,13.15,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,shallow_well,7.42,open_westerly,False,False,moderate,timber
H+59+42,forest,shallow_well,good,timber,village,"adequate food, route access",59,42,693.99,1.918,823.3,12.78,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,shallow_well,7.95,open_westerly,False,False,moderate,timber
H+60+42,forest,none,good,timber,village,"adequate food, route access",60,42,750.14,2.127,786.1,12.43,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,dry,8.58,open_westerly,False,False,moderate,timber
H+61+42,forest,none,good,none,village,"adequate food, route access",61,42,786.95,2.855,739.1,12.22,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,dry,9.21,open_westerly,False,False,moderate,
H+62+42,grassland,none,good,pasture,village,"strong food, route access",62,42,785.72,4.3,684.5,12.23,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.7,open_westerly,False,False,moderate,pasture
H+63+42,grassland,none,good,pasture,village,"strong food, route access",63,42,756.79,4.7,637.2,12.4,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.88,open_westerly,False,False,moderate,pasture
H+64+42,grassland,none,good,pasture,village,"strong food, route access",64,42,722.19,4.159,601.8,12.61,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.81,open_westerly,False,False,strong,pasture
H+65+42,farmland,none,rich,none,village,"strong food, route access",65,42,708.84,4.132,581.1,12.67,loam,floodplain farmable,Arc andesite/volcanic,False,none,dry,9.66,open_westerly,False,False,strong,
H+66+42,grassland,none,good,pasture,village,"strong food, route access",66,42,712.86,3.687,572.9,12.64,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.47,open_westerly,False,False,strong,pasture
H+67+42,grassland,none,good,pasture,village,"strong food, route access",67,42,717.0,3.139,565.4,12.6,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.3,open_westerly,False,False,strong,pasture
H+68+42,grassland,none,good,pasture,village,"strong food, route access",68,42,711.27,2.61,560.4,12.61,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.12,open_westerly,False,False,strong,pasture
H+69+42,grassland,none,good,pasture;obsidian,village,"strong food, route access",69,42,696.93,2.986,547.6,12.66,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.02,open_westerly,False,False,strong,pasture
H+70+42,grassland,none,good,pasture;obsidian,village,"strong food, route access",70,42,657.99,3.95,538.8,12.86,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,8.89,open_westerly,False,False,strong,pasture
H+71+42,grassland,none,good,pasture;obsidian,village,"strong food, route access",71,42,592.58,5.227,542.1,13.23,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,8.61,open_westerly,False,False,strong,pasture
H+72+42,grassland,none,good,pasture;obsidian;volcanic_host,village,"strong food, route access",72,42,513.93,5.796,542.0,13.68,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,8.36,open_westerly,False,False,strong,pasture
H+73+42,farmland,river,rich,fisheries;obsidian,town,"fresh water, strong food, route access",73,42,426.08,5.616,527.5,14.22,loam,floodplain farmable,Arc andesite/volcanic,False,none,spring_line,1.5,open_westerly,False,False,strong,fisheries
H+74+42,farmland,none,rich,obsidian,village,"strong food, route access",74,42,331.5,5.378,517.8,14.81,loam,floodplain farmable,Arc andesite/volcanic,False,none,dry,8.63,open_westerly,True,False,strong,
H+75+42,farmland,none,rich,obsidian,village,"strong food, route access",75,42,247.68,5.319,509.1,15.34,loam,floodplain farmable,Arc andesite/volcanic,False,none,dry,9.29,open_westerly,True,False,strong,
H+76+42,farmland,none,rich,obsidian,village,"strong food, route access",76,42,178.27,4.403,500.9,15.76,loam,floodplain farmable,Arc andesite/volcanic,False,none,dry,10.03,open_westerly,True,False,strong,
H+77+42,farmland,shallow_well,rich,obsidian,city-candidate,"shallow well, strong food, route access",77,42,119.39,3.653,495.6,16.08,loam,floodplain farmable,Arc andesite/volcanic,False,none,shallow_well,2.5,open_westerly,True,False,strong,
H+78+42,coast,shallow_well,none,clay,farmstead,"shallow well, route access",78,42,71.01,4.982,491.8,16.31,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,2.5,open_westerly,True,False,strong,
H+79+42,ocean,ocean,modest,fisheries,none,ocean,79,42,-78.45,4.982,690.7,16.68,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+00+43,ocean,ocean,modest,fisheries,none,ocean,0,43,-95.57,0.278,875.6,18.35,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+01+43,ocean,ocean,modest,fisheries,none,ocean,1,43,-90.19,4.296,876.9,18.36,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+02+43,coast,spring_line,none,none,farmstead,"spring line, route access",2,43,38.69,4.414,799.8,18.14,sandy coastal,coastal scrub,Coastal sediment,False,none,spring_line,2.5,open_westerly,False,False,moderate,
H+03+43,coast,shallow_well,none,none,farmstead,"shallow well, route access",3,43,39.34,4.28,804.3,18.16,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,2.5,open_westerly,False,False,moderate,
H+04+43,coast,shallow_well,none,none,farmstead,"shallow well, route access",4,43,44.24,0.654,812.3,18.13,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,2.5,open_westerly,False,False,moderate,
H+05+43,coast,shallow_well,none,none,farmstead,"shallow well, route access",5,43,49.42,0.481,811.7,18.05,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,2.5,open_westerly,False,False,moderate,
H+06+43,coast,shallow_well,none,none,none,no reliable fresh water; poor food; arid interior,6,43,49.13,0.374,813.4,17.94,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,6.34,open_westerly,False,False,moderate,
H+07+43,coast,shallow_well,none,none,none,no reliable fresh water; poor food; arid interior,7,43,38.41,0.374,811.2,17.87,loam,coastal scrub,Coastal sediment,False,none,shallow_well,6.05,open_westerly,False,False,moderate,
H+08+43,coast,river,none,none,farmstead,"fresh water, route access",8,43,32.13,0.301,809.1,17.76,loam,coastal scrub,Coastal sediment,False,none,spring_line,1.5,open_westerly,False,False,moderate,
H+09+43,coast,major_river,modest,fisheries,town,"fresh water, route access, major river",9,43,26.66,1.581,803.6,17.63,loam,coastal scrub,Coastal sediment,False,none,spring_line,1.5,open_westerly,False,False,moderate,fisheries
H+10+43,coast,shallow_well,none,none,none,no reliable fresh water; poor food; arid interior,10,43,62.92,4.325,772.8,17.25,volcanic andisol,coastal scrub,Hotspot basalt,False,none,shallow_well,6.69,open_westerly,False,False,moderate,
H+11+43,forest,shallow_well,good,none,farmstead,"adequate food, route access",11,43,180.66,5.138,736.4,16.37,volcanic andisol,temperate forest,Hotspot basalt,False,none,shallow_well,7.6,open_westerly,False,False,moderate,
H+12+43,forest,none,good,volcanic_host,farmstead,"adequate food, route access",12,43,318.21,5.973,749.3,15.38,volcanic andisol,temperate forest,Hotspot basalt,False,none,dry,8.33,open_westerly,False,False,moderate,
H+13+43,forest,none,good,timber,farmstead,"adequate food, route access",13,43,475.05,7.185,789.4,14.29,volcanic andisol,temperate forest,Hotspot basalt,False,none,dry,8.92,open_westerly,False,False,moderate,timber
H+14+43,forest,none,good,timber,farmstead,"adequate food, route access",14,43,639.37,7.983,831.7,13.16,volcanic andisol,temperate forest,Hotspot basalt,False,none,dry,9.37,open_westerly,False,False,moderate,timber
H+15+43,forest,none,good,none,farmstead,adequate food,15,43,807.31,8.417,892.9,12.0,volcanic andisol,temperate forest,Hotspot basalt,False,none,dry,9.54,open_westerly,False,False,moderate,
H+16+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,16,43,588.76,7.285,417.8,13.35,saline playa,salt flat sparse,Basin sediment,True,none,dry,11.75,calm_interior,False,True,moderate,salt_pans
H+17+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,17,43,588.76,7.252,452.7,13.27,saline playa,salt flat sparse,Basin sediment,True,none,dry,11.36,calm_interior,False,True,moderate,salt_pans
H+18+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,18,43,588.76,0.0,474.3,13.19,saline playa,salt flat sparse,Basin sediment,True,none,dry,11.08,calm_interior,False,True,moderate,salt_pans
H+19+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,19,43,588.76,0.0,487.2,13.13,saline playa,salt flat sparse,Basin sediment,True,none,dry,10.89,calm_interior,False,True,moderate,salt_pans
H+20+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,20,43,588.76,4.363,500.1,13.07,saline playa,salt flat sparse,Basin sediment,True,none,dry,10.71,calm_interior,False,True,moderate,salt_pans
H+21+43,forest,shallow_well,good,none,farmstead,"adequate food, route access",21,43,719.65,4.573,1091.6,12.18,volcanic andisol,temperate forest,Hotspot basalt,False,none,shallow_well,7.18,open_westerly,False,False,moderate,
H+22+43,forest,shallow_well,good,timber,farmstead,"adequate food, route access",22,43,582.97,4.573,962.4,13.06,volcanic andisol,temperate forest,Hotspot basalt,False,none,shallow_well,7.29,open_westerly,False,False,weak,timber
H+23+43,forest,shallow_well,good,timber,farmstead,"adequate food, route access",23,43,457.29,4.206,905.2,13.88,volcanic andisol,temperate forest,Hotspot basalt,False,none,shallow_well,6.76,open_westerly,False,False,weak,timber
H+24+43,farmland,shallow_well,rich,none,village,"strong food, route access",24,43,337.62,4.006,845.7,14.68,loam,floodplain farmable,Hotspot basalt,False,none,shallow_well,6.28,open_westerly,False,False,weak,
H+25+43,farmland,river,rich,none,town,"fresh water, strong food, route access",25,43,256.13,4.729,794.6,15.25,loam,floodplain farmable,Hotspot basalt,False,none,spring_line,1.5,open_westerly,False,False,weak,
H+26+43,farmland,shallow_well,rich,none,village,"strong food, route access",26,43,391.42,6.52,908.8,14.42,loam,floodplain farmable,Suture metamorphic,False,none,shallow_well,5.74,open_westerly,False,False,weak,
H+27+43,forest,shallow_well,good,timber,farmstead,"adequate food, route access",27,43,582.12,7.061,1054.4,13.23,loam,temperate forest,Suture metamorphic,False,none,shallow_well,5.45,open_westerly,False,False,weak,timber
H+28+43,forest,shallow_well,good,timber,farmstead,"adequate food, route access",28,43,784.17,7.355,1194.3,11.98,loam,temperate forest,Suture metamorphic,False,none,shallow_well,5.28,open_westerly,False,False,weak,timber
H+29+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,29,43,588.76,6.514,515.5,12.57,saline playa,salt flat sparse,Basin sediment,True,outwash,dry,9.2,calm_interior,False,True,moderate,salt_pans
H+30+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,30,43,588.76,0.0,491.8,13.29,saline playa,salt flat sparse,Basin sediment,True,none,dry,9.63,calm_interior,False,True,moderate,salt_pans
H+31+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,31,43,588.76,0.0,458.0,13.29,saline playa,salt flat sparse,Basin sediment,True,none,dry,10.09,calm_interior,False,True,moderate,salt_pans
H+32+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,32,43,588.76,0.0,423.4,13.29,saline playa,salt flat sparse,Basin sediment,True,none,dry,10.34,calm_interior,False,True,moderate,salt_pans
H+33+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,33,43,588.76,0.0,391.3,13.31,saline playa,salt flat sparse,Basin sediment,True,none,dry,10.28,calm_interior,False,True,moderate,salt_pans
H+34+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,34,43,588.76,0.0,378.5,13.36,saline playa,salt flat sparse,Basin sediment,True,none,dry,10.02,calm_interior,False,True,moderate,salt_pans
H+35+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,35,43,588.76,0.0,363.8,13.42,saline playa,salt flat sparse,Basin sediment,True,none,dry,9.94,calm_interior,False,True,moderate,salt_pans
H+36+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,36,43,588.76,0.0,350.6,13.48,saline playa,salt flat sparse,Basin sediment,True,none,dry,10.03,calm_interior,False,True,moderate,salt_pans
H+37+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,37,43,588.76,0.0,346.5,13.53,saline playa,salt flat sparse,Basin sediment,True,none,dry,10.07,calm_interior,False,True,moderate,salt_pans
H+38+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,38,43,588.76,0.0,343.6,13.56,saline playa,salt flat sparse,Basin sediment,True,none,dry,10.06,calm_interior,False,True,moderate,salt_pans
H+39+43,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food; too steep,39,43,588.76,43.768,335.5,13.55,saline playa,salt flat sparse,Basin sediment,True,none,dry,10.04,open_westerly,False,True,moderate,salt_pans
H+40+43,high_peaks,none,modest,timber;stone,none,no reliable fresh water; too steep,40,43,1901.81,55.51,509.9,4.98,mountain thin,boreal forest,Suture metamorphic,False,none,dry,13.86,leeward,True,False,moderate,timber
H+41+43,grassland,shallow_well,good,pasture,none,no reliable fresh water; too steep,41,43,250.31,55.514,621.2,15.67,rocky/lithosol,grassland/pasture,Suture metamorphic,False,none,shallow_well,7.03,open_westerly,False,False,moderate,pasture
H+42+43,grassland,shallow_well,good,pasture,village,"strong food, route access",42,43,120.41,4.903,618.7,16.47,loam,grassland/pasture,Suture metamorphic,False,none,shallow_well,6.62,open_westerly,False,False,moderate,pasture
H+43+43,grassland,shallow_well,good,pasture,village,"strong food, route access",43,43,107.33,0.908,629.5,16.51,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.54,open_westerly,False,False,moderate,pasture
H+44+43,grassland,shallow_well,good,pasture,village,"strong food, route access",44,43,106.82,0.017,635.2,16.5,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.58,open_westerly,False,False,moderate,pasture
H+45+43,grassland,shallow_well,good,pasture,village,"strong food, route access",45,43,106.31,0.017,634.8,16.52,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.66,open_westerly,False,False,moderate,pasture
H+46+43,farmland,shallow_well,rich,none,village,"strong food, route access",46,43,105.8,0.017,628.3,16.56,loam,floodplain farmable,Craton granite/gneiss,False,none,shallow_well,6.74,open_westerly,False,False,moderate,
H+47+43,farmland,shallow_well,rich,none,village,"strong food, route access",47,43,105.29,0.017,612.8,16.61,loam,floodplain farmable,Craton granite/gneiss,False,none,shallow_well,6.73,open_westerly,False,False,moderate,
H+48+43,farmland,shallow_well,rich,none,village,"strong food, route access",48,43,104.78,0.017,589.9,16.66,loam,floodplain farmable,Craton granite/gneiss,False,none,shallow_well,6.75,open_westerly,False,False,moderate,
H+49+43,farmland,shallow_well,rich,none,village,"strong food, route access",49,43,104.27,1.45,566.8,16.69,loam,floodplain farmable,Craton granite/gneiss,False,none,shallow_well,6.89,open_westerly,False,False,moderate,
H+50+43,coast,major_river,modest,fisheries,town,"fresh water, route access, major river",50,43,60.75,2.532,550.5,16.97,loam,coastal scrub,Craton granite/gneiss,False,none,spring_line,1.5,open_westerly,False,False,moderate,fisheries
H+51+43,farmland,shallow_well,rich,none,village,"strong food, route access",51,43,136.22,3.282,539.1,16.49,loam,floodplain farmable,Craton granite/gneiss,False,none,shallow_well,7.2,open_westerly,False,False,moderate,
H+52+43,grassland,shallow_well,good,pasture,village,"strong food, route access",52,43,234.18,3.282,624.2,15.86,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,shallow_well,6.94,open_westerly,False,False,moderate,pasture
H+53+43,forest,shallow_well,good,timber,village,"adequate food, route access",53,43,330.4,3.224,714.1,15.25,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,shallow_well,6.7,open_westerly,False,False,moderate,timber
H+54+43,forest,shallow_well,good,timber,village,"adequate food, route access",54,43,423.19,3.11,781.2,14.67,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,shallow_well,6.71,open_westerly,False,False,moderate,timber
H+55+43,forest,shallow_well,good,timber,village,"adequate food, route access",55,43,498.98,2.543,821.1,14.22,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,shallow_well,6.86,open_westerly,False,False,moderate,timber
H+56+43,forest,shallow_well,good,timber,village,"adequate food, route access",56,43,571.05,2.419,843.7,13.78,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,shallow_well,7.04,open_westerly,False,False,moderate,timber
H+57+43,forest,shallow_well,good,timber;volcanic_host,village,"adequate food, route access",57,43,637.47,2.231,856.5,13.36,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,shallow_well,7.26,open_westerly,False,False,moderate,timber
H+58+43,forest,shallow_well,good,timber,village,"adequate food, route access",58,43,694.5,1.918,867.2,13.0,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,shallow_well,7.53,open_westerly,False,False,moderate,timber
H+59+43,forest,none,good,timber,village,"adequate food, route access",59,43,750.65,1.889,845.7,12.64,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,dry,8.04,open_westerly,False,False,moderate,timber
H+60+43,forest,none,good,timber,village,"adequate food, route access",60,43,787.46,1.436,777.1,12.41,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,dry,8.8,open_westerly,False,False,moderate,timber
H+61+43,forest,none,good,none,village,"adequate food, route access",61,43,830.05,1.478,735.0,12.17,volcanic andisol,temperate forest,Arc andesite/volcanic,False,none,dry,9.44,open_westerly,False,False,moderate,
H+62+43,grassland,none,good,pasture,village,"strong food, route access",62,43,847.76,3.033,690.8,12.07,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.95,open_westerly,False,False,moderate,pasture
H+63+43,grassland,none,good,pasture,village,"strong food, route access",63,43,846.96,4.159,645.7,12.06,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,10.23,open_westerly,False,False,moderate,pasture
H+64+43,grassland,none,good,pasture,village,"strong food, route access",64,43,832.78,4.132,609.9,12.14,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,10.22,open_westerly,False,False,moderate,pasture
H+65+43,grassland,none,good,pasture,village,"strong food, route access",65,43,823.47,3.821,585.5,12.19,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,10.06,open_westerly,False,False,strong,pasture
H+66+43,grassland,none,good,pasture,village,"strong food, route access",66,43,811.18,4.04,569.2,12.26,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.82,open_westerly,False,False,strong,pasture
H+67+43,grassland,none,good,pasture,village,"strong food, route access",67,43,789.58,3.915,558.6,12.39,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.57,open_westerly,False,False,strong,pasture
H+68+43,grassland,none,good,pasture,village,"strong food, route access",68,43,755.34,3.443,556.5,12.58,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.29,open_westerly,False,False,strong,pasture
H+69+43,grassland,none,good,pasture;obsidian,village,"strong food, route access",69,43,715.71,2.655,551.2,12.79,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.07,open_westerly,False,False,strong,pasture
H+70+43,grassland,none,good,pasture;obsidian,village,"strong food, route access",70,43,666.96,2.48,550.6,13.04,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,8.85,open_westerly,False,False,strong,pasture
H+71+43,grassland,none,good,pasture;obsidian,village,"strong food, route access",71,43,614.56,3.354,554.9,13.32,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,8.64,open_westerly,False,False,strong,pasture
H+72+43,farmland,river,rich,fisheries;obsidian,town,"fresh water, strong food, route access",72,43,559.93,4.462,556.0,13.61,loam,floodplain farmable,Arc andesite/volcanic,False,none,spring_line,1.5,open_westerly,False,False,strong,fisheries
H+73+43,farmland,none,rich,obsidian,village,"strong food, route access",73,43,492.84,5.378,539.3,14.0,loam,floodplain farmable,Arc andesite/volcanic,False,none,dry,8.64,open_westerly,False,False,strong,
H+74+43,grassland,none,good,pasture;obsidian,village,"strong food, route access",74,43,407.26,5.319,516.8,14.53,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.01,open_westerly,True,False,strong,pasture
H+75+43,grassland,none,good,pasture;obsidian;volcanic_host,village,"strong food, route access",75,43,310.37,5.329,499.3,15.14,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,dry,9.6,open_westerly,True,False,strong,pasture
H+76+43,grassland,shallow_well,good,pasture;obsidian,town,"shallow well, strong food, route access",76,43,228.99,4.6,486.2,15.63,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,shallow_well,2.5,open_westerly,True,False,strong,pasture
H+77+43,grassland,shallow_well,good,pasture,town,"shallow well, strong food, route access",77,43,155.21,7.85,478.4,16.04,volcanic andisol,grassland/pasture,Arc andesite/volcanic,False,none,shallow_well,2.5,open_westerly,True,False,strong,pasture
H+78+43,ocean,ocean,modest,fisheries,none,ocean,78,43,-78.35,7.785,683.1,16.96,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+79+43,ocean,ocean,modest,fisheries,none,ocean,79,43,-79.89,0.099,684.8,16.87,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+00+44,ocean,ocean,modest,fisheries,none,ocean,0,44,-98.27,0.269,860.4,18.61,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+01+44,ocean,ocean,modest,fisheries,none,ocean,1,44,-93.72,4.414,864.3,18.62,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+02+44,ocean,ocean,modest,fisheries,none,ocean,2,44,-89.07,4.343,872.7,18.66,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+03+44,coast,spring_line,none,none,farmstead,"spring line, route access",3,44,41.23,4.471,799.0,18.42,sandy coastal,coastal scrub,Coastal sediment,False,none,spring_line,2.5,open_westerly,False,False,moderate,
H+04+44,coast,shallow_well,none,clay,farmstead,"shallow well, route access",4,44,40.42,4.29,801.9,18.42,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,2.5,open_westerly,False,False,moderate,
H+05+44,coast,shallow_well,none,clay,farmstead,"shallow well, route access",5,44,43.35,0.741,801.4,18.36,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,2.5,open_westerly,False,False,moderate,
H+06+44,coast,shallow_well,none,none,farmstead,"shallow well, route access",6,44,37.9,0.56,803.7,18.28,loam,coastal scrub,Coastal sediment,False,none,shallow_well,2.5,open_westerly,False,False,moderate,
H+07+44,coast,shallow_well,none,none,none,no reliable fresh water; poor food; arid interior,7,44,31.62,0.308,799.9,18.17,loam,coastal scrub,Coastal sediment,False,none,shallow_well,6.54,open_westerly,False,False,moderate,
H+08+44,coast,major_river,modest,fisheries,town,"fresh water, route access, major river",8,44,26.15,0.265,789.4,18.04,loam,coastal scrub,Coastal sediment,False,none,spring_line,1.5,open_westerly,False,False,moderate,fisheries
H+09+44,coast,shallow_well,none,none,none,no reliable fresh water; poor food; arid interior,9,44,34.09,0.961,779.3,17.82,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,6.39,open_westerly,False,False,moderate,
H+10+44,coast,shallow_well,none,none,none,no reliable fresh water; poor food; arid interior,10,44,34.6,4.869,762.1,17.67,volcanic andisol,coastal scrub,Hotspot basalt,False,none,shallow_well,6.48,open_westerly,False,False,moderate,
H+11+44,forest,shallow_well,good,volcanic_host,farmstead,"adequate food, route access",11,44,139.04,5.973,739.3,16.87,volcanic andisol,temperate forest,Hotspot basalt,False,none,shallow_well,7.15,open_westerly,False,False,moderate,
H+12+44,forest,shallow_well,good,none,farmstead,"adequate food, route access",12,44,259.49,7.185,750.4,16.0,volcanic andisol,temperate forest,Hotspot basalt,False,none,shallow_well,7.83,open_westerly,False,False,moderate,
