id,terrain,water,food,resources,settle_score,why,q,r,elev_m,slope,precip,temp_c,soil,vegetation,rock
H+35+55,steppe,none,modest,stone,none,no reliable fresh water,35,55,1479.0,9.92,389.6,10.66,glacial till,shrub/steppe,Suture metamorphic
H+36+55,grassland,none,good,limestone_karst|stone,farmstead,strong food,36,55,1200.0,9.31,465.9,12.52,glacial till,grassland/pasture,Suture metamorphic
H+37+55,grassland,none,good,limestone_karst|stone,farmstead,strong food,37,55,984.0,7.96,559.1,13.96,glacial till,grassland/pasture,Suture metamorphic
H+38+55,grassland,none,good,none,village,"strong food, route access",38,55,751.0,7.77,608.4,15.47,loam,grassland/pasture,Suture metamorphic
H+39+55,grassland,none,good,stone,village,"strong food, route access",39,55,695.0,6.72,674.1,15.79,loam,grassland/pasture,Suture metamorphic
H+40+55,grassland,none,good,stone,village,"strong food, route access",40,55,498.0,6.56,672.4,17.0,loam,grassland/pasture,Suture metamorphic
H+41+55,grassland,none,good,none,village,"strong food, route access",41,55,332.0,5.54,677.7,18.0,loam,grassland/pasture,Suture metamorphic
H+42+55,grassland,none,good,none,village,"strong food, route access",42,55,206.0,4.19,655.5,18.74,loam,grassland/pasture,Suture metamorphic
H+43+55,grassland,none,good,clay,village,"strong food, route access",43,55,161.0,1.51,643.9,18.98,sandy coastal,grassland/pasture,Coastal sediment
H+44+55,grassland,none,good,clay,village,"strong food, route access",44,55,161.0,0.41,642.7,18.96,sandy coastal,grassland/pasture,Coastal sediment
H+45+55,grassland,none,good,clay,village,"strong food, route access",45,55,158.0,0.3,642.5,19.01,sandy coastal,grassland/pasture,Coastal sediment
H+46+55,grassland,none,good,clay,village,"strong food, route access",46,55,156.0,0.14,638.9,19.1,sandy coastal,grassland/pasture,Coastal sediment
H+47+55,grassland,none,good,clay,village,"strong food, route access",47,55,152.0,0.21,631.6,19.23,sandy coastal,grassland/pasture,Coastal sediment
H+48+55,grassland,none,good,clay,village,"strong food, route access",48,55,152.0,0.33,624.5,19.34,sandy coastal,grassland/pasture,Coastal sediment
H+49+55,grassland,none,good,clay,village,"strong food, route access",49,55,147.0,0.53,620.8,19.48,sandy coastal,grassland/pasture,Coastal sediment
H+50+55,grassland,none,good,clay,village,"strong food, route access",50,55,138.0,0.58,611.7,19.62,sandy coastal,grassland/pasture,Coastal sediment
H+51+55,grassland,major_river,rich,clay|fish,city-candidate,"fresh water, strong food, route access, major river",51,55,137.0,0.45,601.5,19.66,sandy coastal,grassland/pasture,Coastal sediment
H+52+55,grassland,river,good,clay,town,"fresh water, strong food, route access",52,55,147.0,0.44,592.8,19.6,sandy coastal,grassland/pasture,Coastal sediment
H+53+55,grassland,none,good,clay,village,"strong food, route access",53,55,160.0,0.44,591.1,19.5,sandy coastal,grassland/pasture,Coastal sediment
H+54+55,grassland,none,good,clay,village,"strong food, route access",54,55,173.0,0.42,591.7,19.4,sandy coastal,grassland/pasture,Coastal sediment
H+55+55,grassland,none,good,clay,village,"strong food, route access",55,55,182.0,0.82,584.7,19.32,sandy coastal,grassland/pasture,Coastal sediment
H+56+55,grassland,none,good,clay,village,"strong food, route access",56,55,175.0,2.34,575.4,19.36,sandy coastal,grassland/pasture,Coastal sediment
H+57+55,lake,lake,modest,clay|fish,none,open water (lake/inland sea),57,55,163.0,3.71,571.2,19.43,sandy coastal,none/ocean,Coastal sediment
H+58+55,grassland,none,good,volcanic_host,village,"strong food, route access",58,55,187.0,3.91,566.1,19.28,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+59+55,grassland,none,good,none,village,"strong food, route access",59,55,218.0,3.85,571.2,19.08,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+60+55,grassland,none,good,none,village,"strong food, route access",60,55,238.0,4.12,586.2,18.94,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+61+55,grassland,none,good,none,village,"strong food, route access",61,55,261.0,4.03,601.6,18.78,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+62+55,grassland,river,good,none,town,"fresh water, strong food, route access",62,55,279.0,4.27,612.8,18.67,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+63+55,grassland,none,good,none,village,"strong food, route access",63,55,298.0,4.54,621.5,18.57,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+64+55,grassland,none,good,none,town,"fresh water, strong food, route access",64,55,323.0,4.41,621.2,18.43,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+65+55,grassland,none,good,none,town,"fresh water, strong food, route access",65,55,335.0,4.43,610.6,18.37,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+66+55,grassland,river,good,none,town,"fresh water, strong food, route access",66,55,325.0,13.09,603.0,18.45,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+67+55,grassland,none,good,obsidian,village,"fresh water, strong food",67,55,312.0,12.74,606.9,18.52,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+68+55,ocean,ocean,modest,fish,none,ocean,68,55,-64.0,14.75,672.0,20.53,none/ocean,none/ocean,Oceanic basalt
H+69+55,ocean,ocean,modest,fish,none,ocean,69,55,-67.0,13.68,671.1,20.5,none/ocean,none/ocean,Oceanic basalt
H+70+55,ocean,ocean,modest,fish,none,ocean,70,55,-71.0,12.88,678.1,20.46,none/ocean,none/ocean,Oceanic basalt
H+71+55,ocean,ocean,modest,fish,none,ocean,71,55,-78.0,0.49,693.9,20.41,none/ocean,none/ocean,Oceanic basalt
H+72+55,ocean,ocean,modest,fish,none,ocean,72,55,-84.0,0.38,702.3,20.35,none/ocean,none/ocean,Oceanic basalt
H+73+55,ocean,ocean,modest,fish,none,ocean,73,55,-90.0,0.24,702.1,20.28,none/ocean,none/ocean,Oceanic basalt
H+74+55,ocean,ocean,modest,fish,none,ocean,74,55,-94.0,0.13,711.4,20.21,none/ocean,none/ocean,Oceanic basalt
H+75+55,ocean,ocean,modest,fish,none,ocean,75,55,-95.0,0.05,741.3,20.13,none/ocean,none/ocean,Oceanic basalt
H+76+55,ocean,ocean,modest,fish,none,ocean,76,55,-95.0,0.04,779.3,20.07,none/ocean,none/ocean,Oceanic basalt
H+77+55,ocean,ocean,modest,fish,none,ocean,77,55,-96.0,0.07,799.4,20.03,none/ocean,none/ocean,Oceanic basalt
H+78+55,ocean,ocean,modest,fish,none,ocean,78,55,-98.0,0.07,804.6,20.03,none/ocean,none/ocean,Oceanic basalt
H+79+55,ocean,ocean,modest,fish,none,ocean,79,55,-100.0,0.06,817.0,20.07,none/ocean,none/ocean,Oceanic basalt
H+00+56,ocean,ocean,modest,fish,none,ocean,0,56,-107.0,0.04,714.3,21.08,none/ocean,none/ocean,Oceanic basalt
H+01+56,ocean,ocean,modest,fish,none,ocean,1,56,-107.0,0.07,709.3,21.09,none/ocean,none/ocean,Oceanic basalt
H+02+56,ocean,ocean,modest,fish,none,ocean,2,56,-107.0,0.05,702.6,21.13,none/ocean,none/ocean,Oceanic basalt
H+03+56,ocean,ocean,modest,fish,none,ocean,3,56,-108.0,0.04,707.8,21.17,none/ocean,none/ocean,Oceanic basalt
H+04+56,ocean,ocean,modest,fish,none,ocean,4,56,-108.0,0.03,722.3,21.21,none/ocean,none/ocean,Oceanic basalt
H+05+56,ocean,ocean,modest,fish,none,ocean,5,56,-108.0,0.03,731.4,21.22,none/ocean,none/ocean,Oceanic basalt
H+06+56,ocean,ocean,modest,fish,none,ocean,6,56,-107.0,0.03,724.4,21.2,none/ocean,none/ocean,Oceanic basalt
H+07+56,ocean,ocean,modest,fish,none,ocean,7,56,-108.0,0.06,719.4,21.13,none/ocean,none/ocean,Oceanic basalt
H+08+56,ocean,ocean,modest,fish,none,ocean,8,56,-107.0,0.16,711.7,21.02,none/ocean,none/ocean,Oceanic basalt
H+09+56,ocean,ocean,modest,fish,none,ocean,9,56,-107.0,0.27,711.6,20.89,none/ocean,none/ocean,Oceanic basalt
H+10+56,ocean,ocean,modest,fish,none,ocean,10,56,-102.0,0.27,730.2,20.78,none/ocean,none/ocean,Oceanic basalt
H+11+56,ocean,ocean,modest,fish,none,ocean,11,56,-97.0,0.32,756.0,20.7,none/ocean,none/ocean,Oceanic basalt
H+12+56,ocean,ocean,modest,fish,none,ocean,12,56,-92.0,0.31,785.4,20.65,none/ocean,none/ocean,Oceanic basalt
H+13+56,ocean,ocean,modest,fish,none,ocean,13,56,-89.0,5.85,821.8,20.57,none/ocean,none/ocean,Oceanic basalt
H+14+56,ocean,ocean,modest,fish,none,ocean,14,56,-84.0,6.06,846.2,20.5,none/ocean,none/ocean,Oceanic basalt
H+15+56,ocean,ocean,modest,fish,none,ocean,15,56,-83.0,6.2,869.1,20.42,none/ocean,none/ocean,Oceanic basalt
H+16+56,forest,none,good,none,town,"fresh water, adequate food, route access",16,56,103.0,6.38,803.4,19.67,sandy coastal,temperate forest,Coastal sediment
H+17+56,forest,none,good,timber,town,"fresh water, adequate food, route access",17,56,105.0,6.35,806.3,19.6,sandy coastal,temperate forest,Coastal sediment
H+18+56,forest,none,good,timber|clay,town,"fresh water, adequate food, route access",18,56,104.0,6.18,806.2,19.6,sandy coastal,temperate forest,Coastal sediment
H+19+56,forest,none,good,timber,town,"fresh water, adequate food, route access",19,56,96.0,0.59,796.8,19.68,sandy coastal,temperate forest,Coastal sediment
H+20+56,forest,none,good,none,town,"fresh water, adequate food, route access",20,56,90.0,0.4,778.1,19.76,sandy coastal,temperate forest,Coastal sediment
H+21+56,forest,none,good,none,town,"fresh water, adequate food, route access",21,56,100.0,0.32,762.0,19.73,sandy coastal,temperate forest,Coastal sediment
H+22+56,forest,none,good,none,village,"adequate food, route access",22,56,101.0,0.21,744.6,19.74,sandy coastal,temperate forest,Coastal sediment
H+23+56,forest,none,good,none,village,"adequate food, route access",23,56,103.0,0.69,727.1,19.73,sandy coastal,temperate forest,Coastal sediment
H+24+56,farmland,none,rich,limestone_karst,village,"strong food, route access",24,56,124.0,3.0,717.3,19.6,loam,floodplain farmable,Suture metamorphic
H+25+56,farmland,none,rich,none,village,"strong food, route access",25,56,214.0,5.03,708.6,19.03,loam,floodplain farmable,Suture metamorphic
H+26+56,grassland,none,good,limestone_karst,village,"strong food, route access",26,56,362.0,6.58,689.4,18.08,loam,grassland/pasture,Suture metamorphic
H+27+56,forest,none,good,none,farmstead,"adequate food, route access",27,56,553.0,7.37,744.3,16.87,loam,temperate forest,Suture metamorphic
H+28+56,forest,none,good,none,farmstead,"adequate food, route access",28,56,770.0,7.44,878.3,15.49,loam,temperate forest,Suture metamorphic
H+29+56,forest,none,good,none,farmstead,"adequate food, route access",29,56,864.0,7.65,803.4,14.88,glacial till,temperate forest,Suture metamorphic
H+30+56,forest,river,good,none,town,"fresh water, adequate food, route access",30,56,1087.0,9.5,1096.9,13.42,glacial till,temperate forest,Suture metamorphic
H+31+56,steppe,river,modest,none,village,"fresh water, route access",31,56,1371.0,9.9,1434.8,11.56,glacial till,shrub/steppe,Suture metamorphic
H+32+56,hills,none,modest,stone,none,no reliable fresh water,32,56,1668.0,10.21,1653.0,9.62,glacial till,shrub/steppe,Suture metamorphic
H+33+56,high_mountains,none,modest,stone,none,no reliable fresh water,33,56,1974.0,10.21,1645.8,7.65,mountain thin,shrub/steppe,Suture metamorphic
H+34+56,grassland,none,good,stone,farmstead,strong food,34,56,1777.0,9.96,462.0,8.98,glacial till,grassland/pasture,Suture metamorphic
H+35+56,steppe,none,modest,stone,none,no reliable fresh water,35,56,1478.0,9.97,381.6,10.97,glacial till,shrub/steppe,Suture metamorphic
H+36+56,grassland,none,good,stone,farmstead,strong food,36,56,1193.0,9.49,470.7,12.87,glacial till,grassland/pasture,Suture metamorphic
H+37+56,grassland,none,good,stone,farmstead,strong food,37,56,980.0,7.66,565.0,14.28,glacial till,grassland/pasture,Suture metamorphic
H+38+56,grassland,none,good,stone,village,"strong food, route access",38,56,750.0,7.66,603.9,15.77,loam,grassland/pasture,Suture metamorphic
H+39+56,grassland,none,good,limestone_karst|stone,village,"strong food, route access",39,56,694.0,6.54,660.1,16.1,loam,grassland/pasture,Suture metamorphic
H+40+56,grassland,none,good,stone,village,"strong food, route access",40,56,497.0,6.59,650.1,17.31,loam,grassland/pasture,Suture metamorphic
H+41+56,farmland,river,rich,none,town,"fresh water, strong food, route access",41,56,327.0,5.68,653.5,18.34,loam,floodplain farmable,Suture metamorphic
H+42+56,farmland,river,rich,none,town,"fresh water, strong food, route access",42,56,202.0,4.17,628.3,19.08,loam,floodplain farmable,Suture metamorphic
H+43+56,grassland,river,good,clay,town,"fresh water, strong food, route access",43,56,152.0,1.68,616.1,19.36,sandy coastal,grassland/pasture,Coastal sediment
H+44+56,lake,lake,modest,clay|fish,none,open water (lake/inland sea),44,56,149.0,0.41,628.2,19.35,sandy coastal,none/ocean,Coastal sediment
H+45+56,grassland,none,good,clay,village,"strong food, route access",45,56,156.0,0.25,638.0,19.33,sandy coastal,grassland/pasture,Coastal sediment
H+46+56,grassland,none,good,clay,village,"strong food, route access",46,56,159.0,0.25,626.7,19.38,sandy coastal,grassland/pasture,Coastal sediment
H+47+56,grassland,none,good,clay,village,"strong food, route access",47,56,151.0,0.33,612.1,19.53,sandy coastal,grassland/pasture,Coastal sediment
H+48+56,grassland,none,good,clay,village,"strong food, route access",48,56,142.0,0.35,616.9,19.69,sandy coastal,grassland/pasture,Coastal sediment
H+49+56,grassland,river,good,clay,town,"fresh water, strong food, route access",49,56,131.0,0.53,631.6,19.86,sandy coastal,grassland/pasture,Coastal sediment
H+50+56,lake,lake,modest,clay|fish,none,open water (lake/inland sea),50,56,128.0,0.32,623.9,19.95,sandy coastal,none/ocean,Coastal sediment
H+51+56,grassland,major_river,rich,clay|fish,city-candidate,"fresh water, strong food, route access, major river",51,56,134.0,0.62,604.7,19.95,sandy coastal,grassland/pasture,Coastal sediment
H+52+56,grassland,none,good,clay,village,"strong food, route access",52,56,153.0,0.62,587.2,19.83,sandy coastal,grassland/pasture,Coastal sediment
H+53+56,grassland,none,good,clay,village,"strong food, route access",53,56,162.0,0.4,577.3,19.75,sandy coastal,grassland/pasture,Coastal sediment
H+54+56,grassland,none,good,clay,village,"strong food, route access",54,56,170.0,0.47,573.9,19.68,sandy coastal,grassland/pasture,Coastal sediment
H+55+56,grassland,none,good,clay,village,"strong food, route access",55,56,167.0,0.49,567.2,19.68,sandy coastal,grassland/pasture,Coastal sediment
H+56+56,grassland,none,good,clay,village,"strong food, route access",56,56,176.0,0.42,560.4,19.6,sandy coastal,grassland/pasture,Coastal sediment
H+57+56,grassland,none,good,clay,village,"strong food, route access",57,56,167.0,0.66,563.6,19.64,sandy coastal,grassland/pasture,Coastal sediment
H+58+56,grassland,river,good,clay,town,"fresh water, strong food, route access",58,56,156.0,2.05,568.0,19.7,sandy coastal,grassland/pasture,Coastal sediment
H+59+56,lake,lake,modest,fish,none,open water (lake/inland sea),59,56,152.0,2.85,573.7,19.71,sandy coastal,none/ocean,Coastal sediment
H+60+56,grassland,river,good,none,town,"fresh water, strong food, route access",60,56,158.0,3.46,578.2,19.66,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+61+56,grassland,river,good,none,town,"fresh water, strong food, route access",61,56,172.0,3.59,590.2,19.55,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+62+56,grassland,none,good,none,town,"fresh water, strong food, route access",62,56,180.0,3.93,608.5,19.5,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+63+56,grassland,none,good,none,town,"fresh water, strong food, route access",63,56,191.0,4.41,622.4,19.45,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+64+56,grassland,none,good,none,village,"fresh water, strong food",64,56,202.0,9.01,632.0,19.4,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+65+56,grassland,none,good,none,village,"fresh water, strong food",65,56,211.0,9.36,635.8,19.37,volcanic andisol,grassland/pasture,Arc andesite/volcanic
H+66+56,ocean,ocean,modest,fish,none,ocean,66,56,-68.0,13.09,690.6,20.75,none/ocean,none/ocean,Oceanic basalt
H+67+56,ocean,ocean,modest,fish,none,ocean,67,56,-71.0,12.74,684.9,20.74,none/ocean,none/ocean,Oceanic basalt
H+68+56,ocean,ocean,modest,fish,none,ocean,68,56,-73.0,0.28,690.0,20.72,none/ocean,none/ocean,Oceanic basalt
H+69+56,ocean,ocean,modest,fish,none,ocean,69,56,-75.0,0.27,703.3,20.69,none/ocean,none/ocean,Oceanic basalt
H+70+56,ocean,ocean,modest,fish,none,ocean,70,56,-78.0,0.23,714.0,20.65,none/ocean,none/ocean,Oceanic basalt
H+71+56,ocean,ocean,modest,fish,none,ocean,71,56,-83.0,0.21,720.8,20.61,none/ocean,none/ocean,Oceanic basalt
H+72+56,ocean,ocean,modest,fish,none,ocean,72,56,-89.0,0.21,723.1,20.55,none/ocean,none/ocean,Oceanic basalt
H+73+56,ocean,ocean,modest,fish,none,ocean,73,56,-91.0,0.11,711.0,20.49,none/ocean,none/ocean,Oceanic basalt
H+74+56,ocean,ocean,modest,fish,none,ocean,74,56,-93.0,0.07,701.9,20.43,none/ocean,none/ocean,Oceanic basalt
H+75+56,ocean,ocean,modest,fish,none,ocean,75,56,-94.0,0.06,726.2,20.37,none/ocean,none/ocean,Oceanic basalt
H+76+56,ocean,ocean,modest,fish,none,ocean,76,56,-96.0,0.06,764.4,20.31,none/ocean,none/ocean,Oceanic basalt
H+77+56,ocean,ocean,modest,fish,none,ocean,77,56,-97.0,0.08,782.1,20.28,none/ocean,none/ocean,Oceanic basalt
H+78+56,ocean,ocean,modest,fish,none,ocean,78,56,-99.0,0.08,782.0,20.28,none/ocean,none/ocean,Oceanic basalt
H+79+56,ocean,ocean,modest,fish,none,ocean,79,56,-100.0,0.07,795.9,20.33,none/ocean,none/ocean,Oceanic basalt
H+00+57,ocean,ocean,modest,fish,none,ocean,0,57,-106.0,0.03,728.9,21.3,none/ocean,none/ocean,Oceanic basalt
H+01+57,ocean,ocean,modest,fish,none,ocean,1,57,-107.0,0.05,720.2,21.31,none/ocean,none/ocean,Oceanic basalt
H+02+57,ocean,ocean,modest,fish,none,ocean,2,57,-108.0,0.05,707.3,21.34,none/ocean,none/ocean,Oceanic basalt
H+03+57,ocean,ocean,modest,fish,none,ocean,3,57,-108.0,0.01,709.8,21.37,none/ocean,none/ocean,Oceanic basalt
H+04+57,ocean,ocean,modest,fish,none,ocean,4,57,-108.0,0.02,723.3,21.4,none/ocean,none/ocean,Oceanic basalt
H+05+57,ocean,ocean,modest,fish,none,ocean,5,57,-108.0,0.03,734.8,21.41,none/ocean,none/ocean,Oceanic basalt
H+06+57,ocean,ocean,modest,fish,none,ocean,6,57,-107.0,0.04,741.2,21.39,none/ocean,none/ocean,Oceanic basalt
H+07+57,ocean,ocean,modest,fish,none,ocean,7,57,-107.0,0.05,748.8,21.31,none/ocean,none/ocean,Oceanic basalt
H+08+57,ocean,ocean,modest,fish,none,ocean,8,57,-106.0,0.03,748.9,21.2,none/ocean,none/ocean,Oceanic basalt
H+09+57,ocean,ocean,modest,fish,none,ocean,9,57,-107.0,0.16,751.9,21.08,none/ocean,none/ocean,Oceanic basalt
H+10+57,ocean,ocean,modest,fish,none,ocean,10,57,-106.0,0.32,767.1,20.97,none/ocean,none/ocean,Oceanic basalt
H+11+57,ocean,ocean,modest,fish,none,ocean,11,57,-102.0,0.31,783.5,20.9,none/ocean,none/ocean,Oceanic basalt
H+12+57,ocean,ocean,modest,fish,none,ocean,12,57,-98.0,0.3,799.2,20.85,none/ocean,none/ocean,Oceanic basalt
H+13+57,ocean,ocean,modest,fish,none,ocean,13,57,-94.0,0.34,822.7,20.79,none/ocean,none/ocean,Oceanic basalt
H+14+57,ocean,ocean,modest,fish,none,ocean,14,57,-90.0,0.29,842.3,20.72,none/ocean,none/ocean,Oceanic basalt
H+15+57,ocean,ocean,modest,fish,none,ocean,15,57,-89.0,6.38,863.5,20.66,none/ocean,none/ocean,Oceanic basalt
H+16+57,ocean,ocean,modest,fish,none,ocean,16,57,-86.0,6.35,884.5,20.6,none/ocean,none/ocean,Oceanic basalt
H+17+57,ocean,ocean,modest,fish,none,ocean,17,57,-82.0,6.54,902.1,20.56,none/ocean,none/ocean,Oceanic basalt
H+18+57,forest,none,good,timber,town,"fresh water, adequate food, route access",18,57,114.0,6.7,827.5,19.81,sandy coastal,temperate forest,Coastal sediment
H+19+57,forest,none,good,timber,town,"fresh water, adequate food, route access",19,57,102.0,6.24,813.5,19.91,sandy coastal,temperate forest,Coastal sediment
H+20+57,forest,none,good,none,town,"fresh water, adequate food, route access",20,57,96.0,5.98,786.1,19.99,sandy coastal,temperate forest,Coastal sediment
H+21+57,lake,lake,modest,clay|fish,none,open water (lake/inland sea),21,57,95.0,0.37,763.1,20.04,sandy coastal,none/ocean,Coastal sediment
H+22+57,forest,none,good,timber|clay,town,"fresh water, adequate food, route access",22,57,101.0,0.2,740.9,20.02,sandy coastal,temperate forest,Coastal sediment
H+23+57,forest,none,good,timber|clay,town,"fresh water, adequate food, route access",23,57,103.0,0.69,721.2,20.01,sandy coastal,temperate forest,Coastal sediment
H+24+57,farmland,none,rich,limestone_karst,none,excellent site left empty on purpose,24,57,118.0,3.32,707.1,19.92,loam,floodplain farmable,Suture metamorphic
H+25+57,grassland,none,good,none,village,"strong food, route access",25,57,218.0,4.9,694.8,19.29,loam,grassland/pasture,Suture metamorphic
H+26+57,grassland,none,good,none,village,"strong food, route access",26,57,365.0,6.29,680.2,18.36,loam,grassland/pasture,Suture metamorphic
H+27+57,forest,none,good,limestone_karst,farmstead,"adequate food, route access",27,57,547.0,7.44,733.2,17.21,loam,temperate forest,Suture metamorphic
H+28+57,forest,none,good,none,farmstead,"adequate food, route access",28,57,760.0,7.48,858.3,15.85,loam,temperate forest,Suture metamorphic
H+29+57,forest,river,good,none,town,"fresh water, adequate food, route access",29,57,853.0,7.93,785.1,15.26,glacial till,temperate forest,Suture metamorphic
H+30+57,forest,none,good,none,farmstead,adequate food,30,57,1091.0,9.71,1111.0,13.7,glacial till,temperate forest,Suture metamorphic
H+31+57,steppe,none,modest,stone,none,no reliable fresh water,31,57,1382.0,9.89,1443.9,11.81,glacial till,shrub/steppe,Suture metamorphic
H+32+57,hills,none,modest,stone,none,no reliable fresh water,32,57,1677.0,10.27,1629.1,9.89,glacial till,shrub/steppe,Suture metamorphic
H+33+57,high_mountains,none,modest,stone,none,no reliable fresh water,33,57,1985.0,10.27,1647.1,7.92,mountain thin,shrub/steppe,Suture metamorphic
H+34+57,hills,none,good,stone,farmstead,strong food,34,57,1777.0,10.0,449.6,9.31,glacial till,grassland/pasture,Suture metamorphic
H+35+57,hills,none,modest,stone,none,no reliable fresh water,35,57,1477.0,10.0,379.8,11.31,glacial till,shrub/steppe,Suture metamorphic
H+36+57,grassland,none,good,stone,farmstead,strong food,36,57,1187.0,9.67,466.8,13.22,glacial till,grassland/pasture,Suture metamorphic
H+37+57,grassland,none,good,stone,farmstead,strong food,37,57,978.0,7.64,562.2,14.6,glacial till,grassland/pasture,Suture metamorphic
H+38+57,grassland,none,good,stone,village,"strong food, route access",38,57,749.0,7.64,592.5,16.08,loam,grassland/pasture,Suture metamorphic
H+39+57,grassland,none,good,stone,village,"strong food, route access",39,57,695.0,6.68,643.1,16.4,loam,grassland/pasture,Suture metamorphic
H+40+57,grassland,none,good,limestone_karst|stone,village,"strong food, route access",40,57,495.0,6.68,632.0,17.64,loam,grassland/pasture,Suture metamorphic
H+41+57,farmland,river,rich,none,town,"fresh water, strong food, route access",41,57,322.0,5.79,637.0,18.71,loam,floodplain farmable,Suture metamorphic
H+42+57,farmland,river,rich,none,town,"fresh water, strong food, route access",42,57,200.0,4.4,614.6,19.44,loam,floodplain farmable,Suture metamorphic
H+43+57,grassland,river,good,clay,town,"fresh water, strong food, route access",43,57,152.0,1.81,603.3,19.71,sandy coastal,grassland/pasture,Coastal sediment
H+44+57,grassland,none,good,clay,village,"strong food, route access",44,57,153.0,0.25,610.6,19.69,sandy coastal,grassland/pasture,Coastal sediment
H+45+57,grassland,none,good,clay,village,"strong food, route access",45,57,160.0,0.23,616.3,19.66,sandy coastal,grassland/pasture,Coastal sediment
H+46+57,grassland,none,good,clay,village,"strong food, route access",46,57,155.0,0.26,609.1,19.74,sandy coastal,grassland/pasture,Coastal sediment
H+47+57,grassland,none,good,none,village,"strong food, route access",47,57,148.0,0.26,603.0,19.86,sandy coastal,grassland/pasture,Coastal sediment
H+48+57,grassland,none,good,clay,village,"strong food, route access",48,57,142.0,0.38,615.5,19.97,sandy coastal,grassland/pasture,Coastal sediment
H+49+57,grassland,none,good,clay,village,"strong food, route access",49,57,132.0,0.39,635.5,20.11,sandy coastal,grassland/pasture,Coastal sediment
H+50+57,grassland,none,good,clay,village,"strong food, route access",50,57,136.0,0.39,626.3,20.15,sandy coastal,grassland/pasture,Coastal sediment
H+51+57,grassland,river,good,clay,town,"fresh water, strong food, route access",51,57,140.0,0.41,597.6,20.16,sandy coastal,grassland/pasture,Coastal sediment
H+52+57,grassland,none,good,clay,village,"strong food, route access",52,57,149.0,0.4,570.5,20.12,sandy coastal,grassland/pasture,Coastal sediment
H+53+57,grassland,none,good,clay,village,"strong food, route access",53,57,155.0,0.47,552.3,20.08,sandy coastal,grassland/pasture,Coastal sediment
H+54+57,grassland,none,good,clay,village,"strong food, route access",54,57,158.0,0.38,545.0,20.05,sandy coastal,grassland/pasture,Coastal sediment
H+55+57,grassland,none,good,clay,town,"fresh water, strong food, route access",55,57,166.0,0.44,543.0,19.97,sandy coastal,grassland/pasture,Coastal sediment
H+56+57,grassland,none,good,none,town,"fresh water, strong food, route access",56,57,172.0,0.29,544.8,19.9,sandy coastal,grassland/pasture,Coastal sediment
H+57+57,grassland,none,good,none,town,"fresh water, strong food, route access",57,57,164.0,0.29,554.0,19.92,sandy coastal,grassland/pasture,Coastal sediment
H+58+57,grassland,none,good,none,town,"fresh water, strong food, route access",58,57,157.0,7.54,562.5,19.92,sandy coastal,grassland/pasture,Coastal sediment
H+59+57,grassland,none,good,none,town,"fresh water, strong food, route access",59,57,161.0,7.69,572.0,19.85,sandy coastal,grassland/pasture,Coastal sediment
H+60+57,grassland,none,good,none,town,"fresh water, strong food, route access",60,57,163.0,7.81,583.8,19.81,sandy coastal,grassland/pasture,Coastal sediment
H+61+57,grassland,none,good,none,town,"fresh water, strong food, route access",61,57,158.0,7.66,600.0,19.82,sandy coastal,grassland/pasture,Coastal sediment
H+62+57,grassland,none,good,none,town,"fresh water, strong food, route access",62,57,150.0,7.43,621.5,19.89,sandy coastal,grassland/pasture,Coastal sediment
H+63+57,grassland,none,good,none,town,"fresh water, strong food, route access",63,57,146.0,7.29,637.4,19.94,sandy coastal,grassland/pasture,Coastal sediment
H+64+57,ocean,ocean,modest,fish,none,ocean,64,57,-68.0,9.32,710.5,20.92,none/ocean,none/ocean,Oceanic basalt
H+65+57,ocean,ocean,modest,fish,none,ocean,65,57,-70.0,9.36,714.8,20.95,none/ocean,none/ocean,Oceanic basalt
H+66+57,ocean,ocean,modest,fish,none,ocean,66,57,-72.0,0.15,709.9,20.96,none/ocean,none/ocean,Oceanic basalt
H+67+57,ocean,ocean,modest,fish,none,ocean,67,57,-75.0,0.16,705.4,20.95,none/ocean,none/ocean,Oceanic basalt
H+68+57,ocean,ocean,modest,fish,none,ocean,68,57,-77.0,0.16,710.4,20.93,none/ocean,none/ocean,Oceanic basalt
H+69+57,ocean,ocean,modest,fish,none,ocean,69,57,-80.0,0.15,722.3,20.89,none/ocean,none/ocean,Oceanic basalt
H+70+57,ocean,ocean,modest,fish,none,ocean,70,57,-82.0,0.13,730.2,20.85,none/ocean,none/ocean,Oceanic basalt
H+71+57,ocean,ocean,modest,fish,none,ocean,71,57,-86.0,0.13,731.4,20.81,none/ocean,none/ocean,Oceanic basalt
